person_age,person_income,loan_amnt,loan_int_rate,loan_percent_income,credit_score,previous_loan_defaults_on_file,loan_status
21.0,16412.0,9250.0,12.53,0.56,707,No,1
29.0,46081.0,6000.0,15.21,0.13,655,No,0
25.0,32160.0,12000.0,11.99,0.37,647,No,1
23.0,91008.0,5000.0,6.33,0.05,620,Yes,0
32.0,61497.0,8000.0,10.63,0.13,699,Yes,0
27.0,145019.0,20000.0,6.54,0.14,566,Yes,0
27.0,46679.0,10000.0,9.76,0.21,651,Yes,0
24.0,136538.0,16000.0,11.99,0.12,612,Yes,0
29.0,32921.0,6000.0,14.84,0.18,642,No,1
21.0,58132.0,15000.0,11.01,0.26,618,Yes,0
32.0,72921.0,5000.0,8.88,0.07,636,Yes,0
26.0,60778.0,6000.0,11.01,0.1,657,Yes,0
23.0,49207.0,9000.0,11.02,0.18,639,Yes,0
29.0,71745.0,12000.0,16.49,0.17,699,No,1
33.0,97094.0,6000.0,11.11,0.06,720,Yes,0
28.0,78535.0,10000.0,13.48,0.13,671,No,0
24.0,44267.0,12000.0,9.91,0.27,655,No,1
27.0,62913.0,10400.0,18.25,0.17,629,No,1
24.0,93948.0,9000.0,12.84,0.1,668,No,0
28.0,213219.0,21125.0,13.16,0.1,709,Yes,0
21.0,44014.0,4500.0,17.27,0.1,616,No,1
25.0,120998.0,8000.0,11.01,0.07,614,Yes,0
24.0,54011.0,5000.0,11.99,0.09,594,No,1
32.0,145315.0,5614.0,10.39,0.04,551,Yes,0
22.0,29427.0,6000.0,11.27,0.2,665,Yes,0
27.0,97097.0,5000.0,13.47,0.05,670,No,0
27.0,108247.0,4941.0,12.51,0.05,670,No,0
21.0,78901.0,5000.0,9.99,0.06,635,Yes,0
27.0,61498.0,11000.0,9.56,0.18,646,Yes,0
22.0,78854.0,16000.0,10.37,0.2,648,Yes,0
23.0,102831.0,14000.0,11.01,0.14,658,Yes,0
25.0,76555.0,20000.0,8.49,0.26,639,Yes,0
23.0,102964.0,5275.0,7.43,0.05,666,No,0
27.0,42836.0,12000.0,7.29,0.28,660,No,1
26.0,48976.0,2400.0,14.27,0.05,602,Yes,0
32.0,91310.0,15000.0,11.58,0.16,637,Yes,0
24.0,52999.0,17000.0,13.47,0.32,642,No,1
29.0,43148.0,7000.0,12.62,0.16,631,Yes,0
31.0,61360.0,3000.0,13.22,0.05,710,Yes,0
27.0,39067.0,9400.0,6.91,0.24,686,Yes,0
24.0,60882.0,5000.0,9.84,0.08,655,Yes,0
39.0,104111.0,8500.0,6.03,0.08,694,Yes,0
22.0,72943.0,12900.0,11.14,0.18,600,Yes,0
22.0,45169.0,5000.0,9.99,0.11,700,Yes,0
27.0,58484.0,10000.0,10.62,0.17,682,No,0
23.0,42587.0,9600.0,16.02,0.23,644,No,1
30.0,41808.0,1969.0,14.13,0.05,652,No,0
22.0,36876.0,9000.0,11.01,0.24,641,No,0
22.0,33308.0,9250.0,13.11,0.28,633,No,1
33.0,85203.0,14000.0,10.42,0.16,616,Yes,0
37.0,90505.0,6000.0,14.26,0.07,685,No,0
22.0,54949.0,16750.0,10.75,0.3,676,No,1
29.0,34741.0,9528.0,10.2,0.27,687,No,1
25.0,144853.0,10000.0,6.65,0.07,578,Yes,0
30.0,55086.0,8000.0,15.38,0.15,675,No,0
25.0,96955.0,9600.0,12.21,0.1,632,Yes,0
22.0,24848.0,7750.0,14.83,0.31,583,No,1
42.0,84622.0,2825.0,9.64,0.03,687,Yes,0
30.0,102905.0,9000.0,10.5,0.09,652,No,0
25.0,71806.0,15000.0,15.3,0.21,614,No,1
31.0,120569.0,11000.0,7.51,0.09,594,Yes,0
24.0,109156.0,7500.0,11.02,0.07,673,No,0
53.0,126993.0,12000.0,6.91,0.09,614,Yes,0
23.0,41666.0,5500.0,13.47,0.13,616,Yes,0
32.0,1440746.0,12000.0,7.51,0.01,613,No,0
34.0,46193.0,14404.0,12.28,0.31,603,No,0
29.0,53087.0,10000.0,14.46,0.19,641,No,0
22.0,63003.0,4200.0,10.59,0.07,660,No,0
23.0,30890.0,5000.0,10.99,0.16,655,No,0
24.0,53819.0,12909.0,15.58,0.24,530,No,1
25.0,90718.0,25000.0,10.99,0.28,692,No,1
30.0,87501.0,10000.0,10.0,0.11,656,No,0
24.0,232568.0,10000.0,13.06,0.04,657,No,0
36.0,90820.0,10000.0,11.75,0.11,696,Yes,0
25.0,241222.0,15141.0,10.98,0.06,564,Yes,0
32.0,103126.0,9000.0,9.32,0.09,682,Yes,0
34.0,82177.0,15000.0,13.85,0.18,703,No,1
27.0,58782.0,6000.0,13.29,0.1,626,Yes,0
31.0,181289.0,35000.0,18.25,0.19,686,No,1
24.0,72924.0,4000.0,7.9,0.05,623,Yes,0
23.0,40647.0,16503.0,8.88,0.41,648,No,0
22.0,37220.0,12000.0,13.65,0.32,641,No,1
28.0,45584.0,14000.0,14.42,0.31,684,No,1
26.0,76687.0,21600.0,14.35,0.28,655,No,1
29.0,48934.0,3600.0,8.59,0.07,653,Yes,0
22.0,18155.0,3250.0,16.29,0.18,603,No,1
35.0,92843.0,20000.0,12.96,0.22,663,No,0
25.0,59960.0,12000.0,13.49,0.2,674,No,1
22.0,75908.0,11100.0,11.01,0.15,685,Yes,0
22.0,121073.0,10000.0,10.69,0.08,676,No,0
23.0,72816.0,5600.0,10.74,0.08,661,Yes,0
25.0,82579.0,4000.0,6.76,0.05,710,No,0
26.0,82432.0,20000.0,10.75,0.24,710,No,0
23.0,61087.0,8000.0,10.62,0.13,634,No,0
33.0,30996.0,1600.0,16.69,0.05,595,No,1
23.0,46491.0,7000.0,12.12,0.15,654,Yes,0
25.0,36868.0,10000.0,11.01,0.27,589,Yes,0
33.0,70817.0,14400.0,9.91,0.2,537,Yes,0
25.0,19680.0,2400.0,11.71,0.12,565,Yes,0
37.0,84958.0,4899.0,12.16,0.06,633,Yes,0
23.0,79116.0,5500.0,7.88,0.07,560,Yes,0
25.0,107249.0,7200.0,13.47,0.07,658,Yes,0
31.0,104459.0,2000.0,8.03,0.02,614,Yes,0
22.0,33047.0,9500.0,15.33,0.29,656,No,1
25.0,55384.0,13000.0,12.99,0.23,689,No,0
26.0,97265.0,4436.0,13.32,0.05,592,Yes,0
25.0,40185.0,8000.0,8.73,0.2,648,No,0
25.0,59699.0,5000.0,10.39,0.08,681,No,1
32.0,96804.0,6400.0,10.99,0.07,654,No,0
22.0,58221.0,5325.0,10.62,0.09,606,Yes,0
28.0,78073.0,8825.0,5.99,0.11,579,Yes,0
25.0,37243.0,3250.0,5.42,0.09,630,Yes,0
22.0,44091.0,5250.0,11.01,0.12,677,Yes,0
22.0,76758.0,6500.0,11.86,0.08,672,No,0
24.0,103172.0,9600.0,11.92,0.09,591,Yes,0
24.0,62822.0,4900.0,9.99,0.08,588,No,0
23.0,36532.0,3600.0,5.99,0.1,650,No,0
31.0,78532.0,6000.0,6.99,0.08,703,No,0
28.0,43301.0,4000.0,11.31,0.09,715,No,1
34.0,51593.0,8775.0,13.06,0.17,592,Yes,0
25.0,42975.0,5000.0,5.99,0.12,641,Yes,0
23.0,166609.0,5000.0,14.91,0.03,639,No,1
23.0,119275.0,9000.0,9.63,0.08,585,No,1
25.0,87293.0,18000.0,20.0,0.21,548,Yes,0
21.0,22281.0,1800.0,6.62,0.08,643,Yes,0
31.0,70194.0,15000.0,10.25,0.21,675,No,0
23.0,133311.0,25000.0,9.91,0.19,656,No,0
40.0,73170.0,5000.0,15.31,0.07,641,Yes,0
24.0,78962.0,10000.0,7.55,0.13,621,Yes,0
29.0,75830.0,9000.0,13.49,0.12,595,No,0
29.0,74524.0,15000.0,14.96,0.2,687,No,1
26.0,67550.0,12000.0,12.42,0.18,692,No,0
22.0,101492.0,8000.0,7.88,0.08,594,Yes,0
28.0,204968.0,20000.0,11.01,0.1,590,Yes,0
27.0,54633.0,3450.0,11.99,0.06,628,Yes,0
22.0,73082.0,10950.0,11.11,0.15,460,Yes,0
26.0,18488.0,3200.0,12.21,0.17,634,No,1
27.0,94659.0,5125.0,8.59,0.05,652,Yes,0
32.0,69160.0,12000.0,14.96,0.17,685,No,0
26.0,73858.0,3000.0,12.22,0.04,681,Yes,0
22.0,33856.0,4000.0,7.14,0.12,651,No,0
24.0,68134.0,7000.0,8.59,0.1,703,Yes,0
25.0,59689.0,10000.0,6.62,0.17,682,No,1
35.0,46978.0,10000.0,9.25,0.21,577,Yes,0
28.0,73038.0,3500.0,10.25,0.05,625,No,0
30.0,79413.0,12000.0,7.66,0.15,683,No,0
22.0,73106.0,2000.0,6.54,0.03,660,No,0
32.0,45494.0,7000.0,13.47,0.15,592,Yes,0
22.0,58473.0,13000.0,7.88,0.22,624,No,1
22.0,54493.0,15000.0,13.57,0.28,565,No,0
24.0,81416.0,16000.0,12.69,0.2,540,Yes,0
30.0,74841.0,4500.0,18.39,0.06,607,No,0
28.0,61799.0,5200.0,12.53,0.08,711,Yes,0
46.0,58647.0,8400.0,18.54,0.14,662,No,1
29.0,27268.0,8000.0,11.01,0.29,681,No,1
34.0,157047.0,8000.0,10.99,0.05,650,No,0
24.0,44250.0,1200.0,13.28,0.03,632,No,0
36.0,67104.0,7500.0,8.9,0.11,691,No,0
31.0,156893.0,5000.0,15.59,0.03,613,Yes,0
28.0,69894.0,9000.0,6.92,0.13,695,Yes,0
37.0,79070.0,12000.0,14.92,0.15,614,No,0
37.0,72799.0,16000.0,11.01,0.22,652,No,0
22.0,77560.0,4000.0,5.63,0.05,605,Yes,0
24.0,61746.0,2715.0,8.23,0.04,567,Yes,0
23.0,110298.0,12000.0,11.01,0.11,586,Yes,0
26.0,101960.0,8000.0,12.61,0.08,634,No,1
24.0,65726.0,8000.0,7.49,0.12,631,Yes,0
32.0,53392.0,1500.0,11.01,0.03,613,Yes,0
28.0,96831.0,15000.0,13.49,0.15,652,Yes,0
26.0,71759.0,8000.0,15.99,0.11,653,No,1
30.0,103859.0,14000.0,7.66,0.13,665,No,0
25.0,72868.0,7000.0,10.36,0.1,656,Yes,0
24.0,32597.0,6000.0,8.9,0.18,634,No,0
30.0,84767.0,10200.0,12.42,0.12,623,Yes,0
34.0,87309.0,20000.0,11.19,0.23,689,No,0
23.0,78892.0,10000.0,11.49,0.13,680,Yes,0
32.0,70511.0,10000.0,10.96,0.14,672,Yes,0
37.0,26255.0,3000.0,10.88,0.11,703,No,0
25.0,39012.0,1500.0,11.05,0.04,651,No,0
38.0,22780.0,3000.0,13.23,0.13,664,No,1
33.0,52646.0,8200.0,7.88,0.16,599,Yes,0
23.0,43286.0,6500.0,5.48,0.15,654,Yes,0
27.0,36754.0,8650.0,8.94,0.24,716,No,0
22.0,90780.0,24000.0,12.69,0.26,499,No,1
28.0,52598.0,3000.0,7.49,0.06,663,Yes,0
23.0,90622.0,18000.0,12.73,0.2,602,Yes,0
25.0,70451.0,13600.0,9.99,0.19,593,Yes,0
21.0,76226.0,11200.0,10.99,0.15,627,Yes,0
24.0,156826.0,23638.0,11.35,0.15,643,Yes,0
24.0,66643.0,25000.0,11.01,0.38,663,No,1
25.0,19423.0,3200.0,18.09,0.16,586,No,1
32.0,62700.0,11000.0,7.29,0.18,707,No,0
24.0,69299.0,14118.0,13.76,0.2,640,No,0
25.0,37085.0,12000.0,8.62,0.32,630,Yes,0
35.0,66650.0,14000.0,11.52,0.21,625,Yes,0
26.0,90805.0,20000.0,11.01,0.22,603,No,0
24.0,71422.0,22920.0,12.12,0.32,598,No,1
22.0,66026.0,12000.0,12.63,0.18,672,No,1
25.0,51401.0,8000.0,5.99,0.16,515,Yes,0
23.0,75266.0,5575.0,11.01,0.07,603,No,0
27.0,32216.0,5000.0,11.79,0.16,628,Yes,0
32.0,29300.0,10800.0,7.75,0.37,605,No,1
32.0,60019.0,12000.0,5.79,0.2,676,No,0
23.0,85197.0,5000.0,7.14,0.06,650,Yes,0
23.0,46831.0,5000.0,12.99,0.11,639,Yes,0
30.0,53642.0,14740.0,10.08,0.27,700,No,0
32.0,180960.0,12000.0,12.99,0.07,633,Yes,0
28.0,49076.0,3600.0,6.99,0.07,637,Yes,0
24.0,142854.0,15000.0,12.68,0.11,678,No,0
35.0,18137.0,3000.0,11.01,0.17,700,No,1
26.0,33043.0,7378.0,11.74,0.22,554,Yes,0
34.0,144083.0,6000.0,11.01,0.04,715,No,0
24.0,53825.0,25000.0,15.33,0.46,652,No,1
25.0,39729.0,8000.0,10.36,0.2,606,No,1
28.0,27638.0,11500.0,8.49,0.42,612,No,1
38.0,150788.0,12000.0,7.66,0.08,701,No,0
21.0,52949.0,8500.0,15.58,0.16,642,Yes,0
34.0,108970.0,24250.0,10.62,0.22,668,No,0
23.0,111482.0,6216.0,10.52,0.06,700,No,0
37.0,66637.0,7000.0,6.92,0.11,465,Yes,0
24.0,40716.0,5000.0,11.01,0.12,682,No,0
25.0,44561.0,8400.0,5.99,0.19,613,Yes,0
23.0,35020.0,5500.0,12.53,0.16,543,Yes,0
30.0,91144.0,4800.0,18.79,0.05,664,No,1
26.0,90787.0,4000.0,12.99,0.04,685,No,0
25.0,169312.0,4800.0,7.88,0.03,659,Yes,0
24.0,87658.0,19618.0,11.51,0.22,610,Yes,0
23.0,29732.0,6000.0,11.01,0.2,534,No,0
27.0,42148.0,6000.0,15.15,0.14,645,No,0
24.0,63050.0,4000.0,9.98,0.06,618,No,0
26.0,43316.0,14575.0,10.65,0.34,670,No,1
24.0,133199.0,12000.0,7.9,0.09,636,No,0
35.0,84618.0,5000.0,7.74,0.06,630,Yes,0
23.0,53674.0,16000.0,8.49,0.3,609,No,1
24.0,79064.0,11000.0,7.51,0.14,567,No,0
24.0,96911.0,6000.0,8.59,0.06,649,No,0
29.0,107799.0,12000.0,7.29,0.11,711,Yes,0
23.0,89202.0,7500.0,11.01,0.08,695,No,0
30.0,43036.0,22750.0,10.62,0.53,649,Yes,0
23.0,23092.0,3000.0,13.06,0.13,553,No,1
24.0,18313.0,1600.0,18.25,0.09,646,No,1
23.0,112478.0,3621.0,16.81,0.03,656,No,1
27.0,29799.0,8000.0,7.29,0.27,617,No,1
23.0,54759.0,5000.0,7.75,0.09,579,Yes,0
31.0,61912.0,8500.0,11.01,0.14,604,Yes,0
25.0,37081.0,8875.0,7.51,0.24,729,No,0
33.0,58745.0,14872.0,11.53,0.25,691,No,1
22.0,71724.0,23500.0,15.33,0.33,701,No,1
24.0,36842.0,9000.0,15.58,0.24,530,No,1
26.0,25020.0,8000.0,12.41,0.32,702,No,1
33.0,138565.0,14400.0,11.14,0.1,684,No,0
22.0,102990.0,8000.0,13.92,0.08,600,Yes,0
46.0,47781.0,15000.0,10.99,0.31,692,No,1
27.0,62081.0,10000.0,6.99,0.16,678,No,1
22.0,51417.0,10000.0,12.42,0.19,666,No,0
28.0,53829.0,8000.0,10.59,0.15,605,Yes,0
24.0,73899.0,20000.0,12.18,0.27,634,No,1
24.0,14283.0,1750.0,10.99,0.12,679,No,1
36.0,84950.0,14000.0,13.81,0.16,725,No,0
24.0,156665.0,15000.0,14.03,0.1,533,Yes,0
32.0,101068.0,9350.0,11.01,0.09,727,Yes,0
22.0,61047.0,10000.0,9.88,0.16,610,No,0
25.0,76367.0,1500.0,7.49,0.02,649,No,0
25.0,180898.0,20000.0,8.88,0.11,641,Yes,0
26.0,51377.0,15045.0,12.25,0.29,593,Yes,0
26.0,86546.0,2351.0,16.74,0.03,672,No,1
34.0,58515.0,10800.0,10.99,0.18,673,Yes,0
27.0,55051.0,3600.0,12.42,0.07,455,Yes,0
21.0,39790.0,10000.0,5.42,0.25,668,No,0
25.0,54688.0,15000.0,11.01,0.27,552,No,1
30.0,109408.0,20000.0,14.82,0.18,687,Yes,0
24.0,43196.0,8000.0,11.71,0.19,585,Yes,0
29.0,95204.0,10000.0,18.09,0.11,655,Yes,0
23.0,180201.0,7000.0,8.94,0.04,576,Yes,0
34.0,79110.0,10000.0,11.01,0.13,609,Yes,0
25.0,68700.0,3838.0,15.03,0.06,643,No,1
39.0,66860.0,13000.0,13.98,0.19,551,Yes,0
24.0,105698.0,10000.0,13.49,0.09,649,Yes,0
25.0,63093.0,6000.0,11.01,0.1,632,Yes,0
37.0,127205.0,14000.0,6.03,0.11,625,No,0
29.0,96894.0,15000.0,10.37,0.15,669,Yes,0
31.0,44674.0,7789.0,7.78,0.17,680,No,0
24.0,74778.0,13500.0,10.83,0.18,613,No,1
26.0,79095.0,11500.0,7.49,0.15,657,Yes,0
22.0,58309.0,4800.0,8.49,0.08,716,Yes,0
26.0,51054.0,12000.0,8.22,0.24,667,Yes,0
25.0,37969.0,9600.0,16.77,0.25,674,No,1
23.0,43206.0,5000.0,10.97,0.12,632,Yes,0
22.0,63319.0,14724.0,14.86,0.23,626,No,1
26.0,18153.0,3000.0,11.01,0.17,696,No,1
26.0,47106.0,6000.0,7.51,0.13,582,Yes,0
25.0,87394.0,20000.0,7.99,0.23,651,Yes,0
24.0,97526.0,6000.0,10.59,0.06,458,Yes,0
31.0,33829.0,3053.0,11.84,0.09,673,No,1
28.0,84915.0,8000.0,6.62,0.09,670,No,0
24.0,43283.0,3000.0,12.12,0.07,623,No,0
33.0,80158.0,10000.0,11.35,0.12,613,Yes,0
28.0,58584.0,10000.0,13.48,0.17,517,Yes,0
27.0,48924.0,16000.0,9.91,0.33,688,No,1
31.0,66882.0,10000.0,10.47,0.15,692,No,0
31.0,117143.0,12000.0,8.48,0.1,587,Yes,0
23.0,67186.0,3850.0,5.42,0.06,656,Yes,0
24.0,65787.0,15600.0,13.61,0.24,581,Yes,0
27.0,106253.0,15415.0,12.79,0.15,692,No,1
25.0,88572.0,20000.0,13.22,0.23,609,No,0
27.0,90931.0,15000.0,8.69,0.16,506,Yes,0
31.0,102863.0,3724.0,6.59,0.04,691,No,0
31.0,91065.0,11100.0,6.03,0.12,610,Yes,0
23.0,105501.0,2100.0,11.01,0.02,619,Yes,0
25.0,137020.0,2612.0,11.43,0.02,623,Yes,0
23.0,31051.0,6000.0,7.51,0.19,618,No,0
28.0,270644.0,15944.0,13.03,0.06,596,Yes,0
25.0,117059.0,20000.0,11.31,0.17,639,No,1
22.0,81354.0,12000.0,11.99,0.15,656,Yes,0
23.0,43816.0,6000.0,9.83,0.14,659,Yes,0
27.0,107778.0,3000.0,6.76,0.03,653,No,0
23.0,64591.0,1000.0,15.19,0.02,648,Yes,0
29.0,120471.0,6000.0,6.92,0.05,633,No,0
24.0,45531.0,8000.0,10.65,0.18,559,No,1
21.0,59756.0,6000.0,15.06,0.1,634,No,1
23.0,27201.0,6000.0,12.68,0.22,527,Yes,0
22.0,80404.0,20000.0,10.25,0.25,636,Yes,0
29.0,111655.0,11200.0,11.01,0.1,632,Yes,0
24.0,60951.0,10000.0,12.15,0.16,692,Yes,0
36.0,121677.0,24000.0,11.99,0.2,638,Yes,0
25.0,41822.0,6000.0,15.44,0.14,648,No,1
34.0,79397.0,1209.0,7.9,0.02,665,Yes,0
22.0,64564.0,8000.0,16.11,0.12,615,No,0
30.0,55090.0,6000.0,12.26,0.11,617,Yes,0
23.0,44245.0,3000.0,11.01,0.07,585,No,1
24.0,79577.0,8203.0,12.41,0.1,585,Yes,0
25.0,90955.0,9600.0,5.42,0.11,682,No,0
30.0,99520.0,7200.0,11.01,0.07,606,Yes,0
25.0,97175.0,12000.0,9.21,0.12,653,Yes,0
30.0,67050.0,8000.0,5.79,0.12,578,Yes,0
22.0,36928.0,5000.0,11.48,0.14,659,Yes,0
25.0,192994.0,20000.0,16.96,0.1,673,No,0
21.0,71844.0,5600.0,11.49,0.08,631,Yes,0
24.0,108775.0,10000.0,11.89,0.09,615,No,0
42.0,721408.0,25000.0,14.74,0.03,656,No,0
31.0,36854.0,11000.0,8.94,0.3,702,Yes,0
28.0,68841.0,16300.0,14.91,0.24,698,No,1
22.0,59480.0,10000.0,5.79,0.17,636,No,1
33.0,199016.0,12000.0,7.63,0.06,677,Yes,0
53.0,52724.0,10000.0,9.88,0.19,693,Yes,0
24.0,127178.0,5000.0,10.55,0.04,658,Yes,0
28.0,31083.0,3000.0,13.22,0.1,673,Yes,0
27.0,17036.0,8000.0,12.18,0.47,654,No,1
25.0,52048.0,3000.0,10.71,0.06,712,Yes,0
29.0,63714.0,5000.0,5.42,0.08,678,No,0
29.0,30396.0,13167.0,9.4,0.43,620,No,1
25.0,44403.0,2500.0,7.66,0.06,589,No,1
26.0,98230.0,30000.0,7.49,0.31,622,No,1
35.0,49083.0,15000.0,14.42,0.31,615,No,1
23.0,43290.0,12000.0,12.42,0.28,519,Yes,0
23.0,136654.0,20000.0,6.91,0.15,690,No,0
26.0,39798.0,3250.0,6.99,0.08,616,Yes,0
24.0,8267.0,1050.0,11.01,0.13,665,No,1
25.0,91011.0,7500.0,12.32,0.08,521,Yes,0
23.0,55265.0,2000.0,13.49,0.04,629,No,0
29.0,60928.0,21856.0,12.23,0.36,705,No,0
21.0,54974.0,4000.0,7.9,0.07,599,No,0
24.0,75941.0,20000.0,14.85,0.26,592,No,1
31.0,75451.0,15000.0,9.13,0.2,655,Yes,0
26.0,208649.0,10000.0,8.07,0.05,658,No,0
38.0,114932.0,5000.0,13.48,0.04,661,No,0
23.0,69838.0,10000.0,15.58,0.14,648,Yes,0
28.0,127302.0,7000.0,11.01,0.05,664,Yes,0
29.0,61714.0,9000.0,10.37,0.15,605,Yes,0
29.0,136073.0,25000.0,18.84,0.18,641,No,1
29.0,62981.0,3200.0,14.96,0.05,620,No,1
27.0,15497.0,4000.0,13.46,0.26,576,No,1
29.0,42954.0,7000.0,12.68,0.16,606,Yes,0
25.0,138974.0,4000.0,6.03,0.03,656,Yes,0
31.0,55000.0,6000.0,9.32,0.11,643,Yes,0
24.0,61237.0,12000.0,6.62,0.2,668,No,0
26.0,102934.0,4000.0,9.12,0.04,686,Yes,0
39.0,15402.0,1500.0,11.11,0.1,665,Yes,0
28.0,55542.0,6473.0,10.42,0.12,652,No,0
30.0,83524.0,2000.0,6.17,0.02,694,No,0
23.0,45718.0,8000.0,14.26,0.17,634,Yes,0
22.0,37611.0,3000.0,11.49,0.08,544,Yes,0
30.0,55727.0,6400.0,8.94,0.11,715,Yes,0
24.0,27656.0,5536.0,12.41,0.2,657,No,1
22.0,24409.0,2850.0,15.27,0.12,599,No,0
28.0,68879.0,12300.0,7.88,0.18,673,Yes,0
36.0,75143.0,7500.0,8.59,0.1,586,Yes,0
24.0,10953.0,2732.0,7.34,0.25,641,No,1
30.0,56185.0,6000.0,10.53,0.11,675,No,0
23.0,49063.0,9000.0,11.24,0.18,542,Yes,0
26.0,52109.0,3932.0,12.94,0.08,626,No,0
31.0,122314.0,20000.0,7.9,0.16,720,No,0
24.0,61036.0,3000.0,13.47,0.05,709,No,0
23.0,61006.0,10000.0,7.51,0.16,671,Yes,0
21.0,23028.0,3000.0,7.9,0.13,645,No,1
30.0,32555.0,10625.0,14.27,0.33,707,No,1
28.0,43090.0,7200.0,7.66,0.17,715,Yes,0
25.0,88382.0,7000.0,14.84,0.08,604,No,0
24.0,48742.0,14097.0,11.58,0.29,649,No,1
26.0,48935.0,10000.0,10.96,0.2,652,No,1
22.0,90698.0,15000.0,13.61,0.17,634,Yes,0
29.0,97194.0,1500.0,12.42,0.02,679,Yes,0
28.0,72966.0,3226.0,12.62,0.04,513,Yes,0
26.0,67478.0,6000.0,5.42,0.09,633,Yes,0
22.0,68594.0,9500.0,8.9,0.14,593,Yes,0
28.0,34110.0,3000.0,13.57,0.09,637,Yes,0
24.0,109188.0,15000.0,17.27,0.14,654,No,0
22.0,44422.0,18407.0,8.34,0.41,651,Yes,0
22.0,101644.0,7500.0,13.11,0.07,631,Yes,0
29.0,149774.0,2000.0,5.42,0.01,623,No,0
23.0,78853.0,3000.0,13.87,0.04,649,Yes,0
23.0,166608.0,2700.0,11.86,0.02,654,No,0
22.0,42991.0,3500.0,11.49,0.08,535,Yes,0
23.0,63084.0,10000.0,8.59,0.16,653,Yes,0
26.0,36934.0,6000.0,15.45,0.16,735,No,1
23.0,37004.0,8400.0,14.65,0.23,603,No,0
31.0,57751.0,10000.0,15.96,0.17,516,Yes,0
26.0,24143.0,1900.0,11.01,0.08,588,No,0
43.0,135558.0,25000.0,14.96,0.18,641,No,0
25.0,68128.0,5000.0,5.42,0.07,589,No,0
23.0,109212.0,15000.0,9.99,0.14,683,No,1
27.0,35846.0,8000.0,7.51,0.22,636,Yes,0
23.0,145073.0,6000.0,9.99,0.04,654,Yes,0
21.0,133576.0,12000.0,11.01,0.09,573,Yes,0
23.0,42595.0,6600.0,7.49,0.15,616,Yes,0
34.0,72680.0,12000.0,12.22,0.17,649,No,0
36.0,41953.0,5000.0,10.65,0.12,655,No,0
28.0,51275.0,6000.0,14.45,0.12,658,No,1
27.0,63563.0,7000.0,11.89,0.11,675,No,0
25.0,41329.0,5500.0,11.01,0.13,625,Yes,0
46.0,1080952.0,28389.0,12.75,0.03,639,Yes,0
37.0,205000.0,20000.0,13.78,0.1,714,No,0
34.0,73127.0,10500.0,15.68,0.14,588,No,0
24.0,80615.0,18000.0,14.54,0.22,584,No,1
22.0,55069.0,8000.0,12.84,0.15,595,No,0
23.0,30672.0,5000.0,10.05,0.16,692,No,1
22.0,61232.0,10000.0,6.17,0.16,657,Yes,0
22.0,59751.0,15000.0,14.61,0.25,599,No,1
25.0,24906.0,3500.0,10.28,0.14,677,No,0
24.0,108661.0,5000.0,8.0,0.05,648,Yes,0
25.0,48783.0,8044.0,9.46,0.16,607,No,0
21.0,67144.0,7500.0,7.88,0.11,691,Yes,0
27.0,132781.0,4800.0,7.74,0.04,644,Yes,0
33.0,36880.0,6000.0,17.76,0.16,653,No,1
30.0,173921.0,35000.0,12.12,0.2,566,Yes,0
21.0,29752.0,2000.0,11.14,0.07,516,Yes,0
26.0,87325.0,8000.0,11.7,0.09,651,No,0
26.0,91993.0,8000.0,11.83,0.09,574,Yes,0
36.0,169234.0,10000.0,6.92,0.06,660,Yes,0
25.0,71586.0,6000.0,15.33,0.08,668,Yes,0
34.0,82492.0,2500.0,9.92,0.03,642,Yes,0
23.0,83349.0,4200.0,11.66,0.05,659,Yes,0
29.0,217869.0,18000.0,12.69,0.08,637,Yes,0
23.0,121034.0,2000.0,10.62,0.02,654,Yes,0
31.0,108582.0,18000.0,10.71,0.17,648,Yes,0
25.0,67075.0,15000.0,10.06,0.22,683,Yes,0
27.0,249456.0,22000.0,10.62,0.09,522,Yes,0
24.0,162934.0,12879.0,12.56,0.08,659,Yes,0
24.0,95755.0,2100.0,9.91,0.02,670,No,1
27.0,67014.0,10000.0,10.27,0.15,644,Yes,0
24.0,121160.0,30000.0,14.91,0.25,625,No,1
32.0,100785.0,9350.0,11.01,0.09,645,Yes,0
26.0,84897.0,8000.0,14.84,0.09,659,Yes,0
27.0,84724.0,12000.0,10.25,0.14,647,Yes,0
24.0,106649.0,25000.0,18.84,0.23,619,No,1
43.0,57338.0,10000.0,7.88,0.17,638,No,0
28.0,45318.0,7000.0,9.33,0.15,540,Yes,0
37.0,26927.0,3800.0,11.01,0.14,682,No,1
23.0,27644.0,2000.0,13.99,0.07,727,No,0
26.0,316466.0,10000.0,11.01,0.03,579,No,1
24.0,61839.0,8500.0,8.94,0.14,616,Yes,0
31.0,38032.0,5000.0,11.12,0.13,712,Yes,0
24.0,61072.0,13000.0,11.85,0.21,655,Yes,0
22.0,90767.0,10800.0,9.62,0.12,669,Yes,0
24.0,34621.0,6400.0,14.75,0.18,678,Yes,0
36.0,65794.0,5000.0,11.01,0.08,553,Yes,0
31.0,141342.0,18000.0,11.33,0.13,614,Yes,0
23.0,38357.0,15250.0,17.93,0.4,666,No,1
33.0,104277.0,9965.0,8.76,0.1,667,Yes,0
28.0,120706.0,18600.0,14.26,0.15,670,No,0
21.0,72666.0,5000.0,11.36,0.07,639,No,0
